Year,Month,Day,Hour,Minute,Temperature,Dew Point,GHI,Wind Speed,Relative Humidity,region,EL
2012,12,18,17,30,10.8,-4.9,0,1.5,32.97,FAR_WEST,1450.68982
2012,12,18,18,30,9.3,-5.2,0,1.6,35.5,FAR_WEST,1446.923762
2012,12,18,19,30,7.7,-5.5,0,1.7,38.61,FAR_WEST,1500.776654
2012,12,18,20,30,6.7,-5.8,0,1.9,40.63,FAR_WEST,1507.672997
2012,12,18,21,30,6.9,-5.9,0,2.2,39.68,FAR_WEST,1500.413302
2012,12,18,22,30,7.5,-6,0,2.7,37.86,FAR_WEST,1488.123172
2012,12,18,23,30,7.6,-6.2,0,3.1,36.96,FAR_WEST,1456.390705
2012,12,19,0,30,7.6,-6.5,0,3.5,36.1,FAR_WEST,1405.19643
2012,12,19,1,30,7.4,-6.6,0,3.8,36.27,FAR_WEST,1356.7124
2012,12,19,2,30,6.8,-6.5,0,4,38.24,FAR_WEST,1340.872744
2012,12,19,3,30,6.2,-6,0,4.1,41.39,FAR_WEST,1336.503832
2012,12,19,4,30,6,-4.9,0,4.2,45.56,FAR_WEST,1342.971851
2012,12,19,5,30,6.3,-3.1,0,4.6,50.91,FAR_WEST,1358.465344
2012,12,19,6,30,7.3,-0.8,0,5.8,56.42,FAR_WEST,1406.294427
2012,12,19,7,30,8.8,2.1,38,7.8,63.02,FAR_WEST,1493.380431
2012,12,19,8,30,9.1,3.7,61,10,68.91,FAR_WEST,1539.425409
2012,12,19,9,30,8.6,1.7,280,11.4,61.8,FAR_WEST,1518.005132
2012,12,19,10,30,8.8,-2,409,12.1,46.75,FAR_WEST,1513.212463
2012,12,19,11,30,9.4,-5.3,361,12.5,35.02,FAR_WEST,1470.105783
2012,12,19,12,30,9.5,-9.1,443,12.5,26,FAR_WEST,1489.031181
2012,12,19,13,30,9.2,-11.4,423,12,22.15,FAR_WEST,1466.179012
2012,12,19,14,30,8.8,-11.7,454,11.1,22.14,FAR_WEST,1466.643966
2012,12,19,15,30,7.9,-11.4,280,9.7,24.08,FAR_WEST,1466.68525
2012,12,19,16,30,6.3,-10.9,85,7.7,27.95,FAR_WEST,1464.544112
2012,12,19,17,30,4.5,-10.5,0,5.6,32.66,FAR_WEST,1459.283425
2012,12,19,18,30,2.8,-10.6,0,4.1,36.7,FAR_WEST,1448.964666
2012,12,19,19,30,1.2,-11,0,3.2,39.63,FAR_WEST,1540.872992
2012,12,19,20,30,-0.1,-11.9,0,2.8,40.67,FAR_WEST,1555.811614
2012,12,19,21,30,-1.3,-12.9,0,2.4,40.85,FAR_WEST,1559.523285
2012,12,19,22,30,-2.5,-13.9,0,2,41.13,FAR_WEST,1556.803113
2012,12,19,23,30,-3.5,-14.8,0,1.7,41.4,FAR_WEST,1526.981336
2012,12,20,0,30,-4.3,-15.3,0,1.5,41.92,FAR_WEST,1487.54295
2012,12,20,1,30,-4.9,-15.7,0,1.4,42.56,FAR_WEST,1471.591671
2012,12,20,2,30,-5.4,-15.8,0,1.5,43.84,FAR_WEST,1464.519018
2012,12,20,3,30,-5.7,-15.6,0,1.6,45.47,FAR_WEST,1468.472054
2012,12,20,4,30,-5.8,-15.4,0,1.6,46.55,FAR_WEST,1477.185688
2012,12,20,5,30,-5.9,-15.3,0,1.7,47.48,FAR_WEST,1479.847271
2012,12,20,6,30,-5.3,-15.2,0,1.7,45.54,FAR_WEST,1531.773354
2012,12,20,7,30,-3.2,-15.2,67,2.4,38.93,FAR_WEST,1620.2937
2012,12,20,8,30,-0.1,-15.5,262,2.8,30.26,FAR_WEST,1673.868121
2012,12,20,9,30,2.5,-18,443,2.6,20.37,FAR_WEST,1650.092424
2012,12,20,10,30,4.3,-19.7,577,2.3,15.57,FAR_WEST,1617.469587
2012,12,20,11,30,5.8,-20.4,650,2.2,13.18,FAR_WEST,1587.904717
2012,12,20,12,30,7,-21,655,2,11.53,FAR_WEST,1549.749496
2012,12,20,13,30,7.8,-21.3,591,1.8,10.61,FAR_WEST,1506.02643
2012,12,20,14,30,7.9,-21.4,464,1.7,10.48,FAR_WEST,1492.986797
2012,12,20,15,30,6.5,-21.2,288,1.3,11.72,FAR_WEST,1476.81976
2012,12,20,16,30,4.2,-16.8,90,1,20.07,FAR_WEST,1469.27597
2012,12,20,17,30,2.7,-18.4,0,1.1,19.38,FAR_WEST,1484.704378
2012,12,20,18,30,2,-18.6,0,1.2,20.13,FAR_WEST,1521.043403
2012,12,20,19,30,1.4,-18.4,0,1.2,21.3,FAR_WEST,1623.459095
2012,12,20,20,30,0.7,-18.2,0,1.4,22.8,FAR_WEST,1658.768801
2012,12,20,21,30,0.1,-18.1,0,1.5,23.98,FAR_WEST,1676.272313
2012,12,20,22,30,-0.3,-18.2,0,1.7,24.53,FAR_WEST,1680.2551
2012,12,20,23,30,-0.7,-18.3,0,1.8,25.05,FAR_WEST,1639.496884
2012,12,21,0,30,-0.9,-18.4,0,1.9,25.12,FAR_WEST,1594.22311
2012,12,21,1,30,-1.5,-18.5,0,2,26.01,FAR_WEST,1554.801977
2012,12,21,2,30,-2.4,-19.1,0,2.1,26.55,FAR_WEST,1548.796495
2012,12,21,3,30,-3,-19.3,0,2,27.35,FAR_WEST,1548.997467
2012,12,21,4,30,-3.2,-19.3,0,2,27.59,FAR_WEST,1554.118537
2012,12,21,5,30,-3.2,-19.3,0,2,27.67,FAR_WEST,1571.855476
2012,12,21,6,30,-2.4,-19.1,0,2.2,26.48,FAR_WEST,1620.160184
2012,12,21,7,30,0,-18.7,39,3.1,22.94,FAR_WEST,1688.320884
2012,12,21,8,30,3.1,-18.9,95,3.9,18.18,FAR_WEST,1727.122088
2012,12,21,9,30,6.3,-18.4,256,4.3,15.14,FAR_WEST,1700.057667
2012,12,21,10,30,9.1,-17.5,377,4.8,13.53,FAR_WEST,1655.616866
2012,12,21,11,30,10.8,-15.1,467,4.6,14.67,FAR_WEST,1620.514533
2012,12,21,12,30,11.9,-12.5,614,4.1,16.93,FAR_WEST,1580.510816
2012,12,21,13,30,12.5,-10.6,552,3.5,18.85,FAR_WEST,1531.583358
2012,12,21,14,30,12.6,-9.6,429,2.9,20.29,FAR_WEST,1504.940253
2012,12,21,15,30,11.1,-9.2,263,2,23.15,FAR_WEST,1480.999272
2012,12,21,16,30,8.1,-7.8,65,1.4,31.62,FAR_WEST,1461.970782
2012,12,21,17,30,6,-9.4,0,1.6,32.19,FAR_WEST,1453.78402
2012,12,21,18,30,5.1,-10.3,0,1.8,31.96,FAR_WEST,1467.578255
2012,12,21,19,30,4.3,-11.1,0,1.8,31.78,FAR_WEST,1553.438299
2012,12,21,20,30,4,-11.5,0,1.7,31.29,FAR_WEST,1575.184426
2012,12,21,21,30,4,-11.7,0,1.6,30.9,FAR_WEST,1587.60319
2012,12,21,22,30,3.8,-11.6,0,1.5,31.43,FAR_WEST,1587.188711
2012,12,21,23,30,3.6,-11.6,0,1.4,32.05,FAR_WEST,1561.188046
2012,12,22,0,30,3.3,-11.6,0,1.4,32.52,FAR_WEST,1528.7641
2012,12,22,1,30,3.1,-11.7,0,1.4,32.79,FAR_WEST,1501.716519
2012,12,22,2,30,3.1,-11.8,0,1.3,32.7,FAR_WEST,1492.074932
2012,12,22,3,30,3.3,-11.7,0,1.2,32.51,FAR_WEST,1489.273441
2012,12,22,4,30,3.7,-11.5,0,1,32.06,FAR_WEST,1492.590806
2012,12,22,5,30,4,-11.3,0,0.8,31.74,FAR_WEST,1499.887964
2012,12,22,6,30,4.3,-11.3,0,0.7,31.09,FAR_WEST,1521.881546
2012,12,22,7,30,5,-11.1,16,0.7,30.26,FAR_WEST,1545.862412
2012,12,22,8,30,6.1,-10.7,140,1.1,28.92,FAR_WEST,1569.863492
2012,12,22,9,30,7.2,-11.3,139,1.2,25.51,FAR_WEST,1577.258319
2012,12,22,10,30,8.6,-10.3,207,0.9,25.12,FAR_WEST,1563.301186
2012,12,22,11,30,9.8,-8.4,388,1,26.82,FAR_WEST,1533.645715
2012,12,22,12,30,10.9,-5.7,221,1.8,30.8,FAR_WEST,1491.889161
2012,12,22,13,30,12,-2.7,269,2.7,35.88,FAR_WEST,1452.792806
2012,12,22,14,30,12.7,-0.7,277,3.2,39.73,FAR_WEST,1421.584781
2012,12,22,15,30,11.8,-0.2,247,2.4,43.69,FAR_WEST,1408.471667
2012,12,22,16,30,9.6,-0.1,83,1.4,50.85,FAR_WEST,1397.959285
2012,12,22,17,30,8.4,-0.3,0,1.3,54.18,FAR_WEST,1397.265118
2012,12,22,18,30,7.7,-0.3,0,1.4,57.13,FAR_WEST,1423.417315
2012,12,22,19,30,6.9,0.1,0,1.5,62.05,FAR_WEST,1492.288461
2012,12,22,20,30,6.2,1,0,1.6,69.1,FAR_WEST,1501.921779
2012,12,22,21,30,5.8,1.9,0,1.8,75.79,FAR_WEST,1508.36259
2012,12,22,22,30,5.3,2.4,0,1.9,81.56,FAR_WEST,1513.965153
2012,12,22,23,30,4.7,2.5,0,1.9,85.88,FAR_WEST,1492.901602
2012,12,23,0,30,4.1,2.4,0,1.9,88.77,FAR_WEST,1462.00672
2012,12,23,1,30,3.6,2.2,0,1.7,90.39,FAR_WEST,1429.851498
2012,12,23,2,30,3.2,1.8,0,1.5,90.59,FAR_WEST,1412.286132
2012,12,23,3,30,3,1.3,0,1.4,88.86,FAR_WEST,1402.459266
2012,12,23,4,30,2.8,0.8,0,1.4,86.69,FAR_WEST,1400.352082
2012,12,23,5,30,2.6,0.2,0,1.5,84.25,FAR_WEST,1409.084902
2012,12,23,6,30,2.6,-0.2,0,1.4,81.62,FAR_WEST,1417.088437
2012,12,23,7,30,4.1,-0.5,28,1.8,72.21,FAR_WEST,1435.22784
2012,12,23,8,30,6.7,-0.5,152,2.3,60.26,FAR_WEST,1454.389864
2012,12,23,9,30,9.7,-0.4,237,2.7,49.22,FAR_WEST,1473.591624
2012,12,23,10,30,13.2,-1.2,366,3.7,37.07,FAR_WEST,1481.058639
2012,12,23,11,30,15.7,-3.3,551,4.6,26.98,FAR_WEST,1461.021385
2012,12,23,12,30,16.8,-4.8,522,4.8,22.5,FAR_WEST,1434.664983
2012,12,23,13,30,17.2,-6.1,580,4.7,19.81,FAR_WEST,1412.314247
2012,12,23,14,30,16.9,-7.3,456,4,18.35,FAR_WEST,1385.024349
2012,12,23,15,30,14.5,-7.9,263,2.4,20.56,FAR_WEST,1367.267538
2012,12,23,16,30,11.2,-6.4,90,1.4,28.47,FAR_WEST,1358.015521
2012,12,23,17,30,9.4,-8.2,0,1.5,28.05,FAR_WEST,1352.539782
2012,12,23,18,30,8.2,-8.5,0,1.6,29.6,FAR_WEST,1376.081289
2012,12,23,19,30,7,-8.6,0,1.7,31.96,FAR_WEST,1439.160304
2012,12,23,20,30,6,-8.6,0,1.7,34.39,FAR_WEST,1453.590123
2012,12,23,21,30,5.4,-8.5,0,1.6,36.09,FAR_WEST,1457.592599
2012,12,23,22,30,5.1,-8.3,0,1.3,37.19,FAR_WEST,1456.52884
2012,12,23,23,30,4.7,-8.2,0,1.1,38.73,FAR_WEST,1441.234496
2012,12,24,0,30,3.8,-7.9,0,1.1,42.25,FAR_WEST,1418.24635
2012,12,24,1,30,2.9,-7.5,0,1.2,46.41,FAR_WEST,1392.769946
2012,12,24,2,30,2.2,-7,0,1.3,50.61,FAR_WEST,1384.597403
2012,12,24,3,30,1.5,-6.4,0,1.3,55.85,FAR_WEST,1384.350706
2012,12,24,4,30,1.1,-5.7,0,1.3,60.55,FAR_WEST,1394.65885
2012,12,24,5,30,1.3,-5,0,1.4,62.98,FAR_WEST,1417.857402
2012,12,24,6,30,1.7,-4.3,0,1.5,64.59,FAR_WEST,1449.681032
2012,12,24,7,30,3.2,-3.6,26,2.3,60.97,FAR_WEST,1486.165774
2012,12,24,8,30,5.5,-3.2,86,3.2,53.37,FAR_WEST,1514.760129
2012,12,24,9,30,7.7,-3.5,235,3.5,44.85,FAR_WEST,1517.978197
2012,12,24,10,30,9.6,-5,264,3.8,35.33,FAR_WEST,1523.515871
2012,12,24,11,30,10.8,-6.2,171,4.1,29.71,FAR_WEST,1508.910654
2012,12,24,12,30,11.6,-7.1,136,4.5,26.3,FAR_WEST,1478.880992
2012,12,24,13,30,12.1,-7.4,400,4.8,24.88,FAR_WEST,1440.717151
2012,12,24,14,30,12.5,-7,207,5,25.12,FAR_WEST,1404.765166
2012,12,24,15,30,11.5,-6.1,175,4.1,28.65,FAR_WEST,1377.653507
2012,12,24,16,30,8.5,-5.2,88,2.8,37.38,FAR_WEST,1368.952351
2012,12,24,17,30,6.4,-4.7,0,2.5,45.03,FAR_WEST,1370.456325
2012,12,24,18,30,5.9,-3.9,0,2.7,49.36,FAR_WEST,1389.078985
2012,12,24,19,30,5.7,-3.1,0,3.4,53.04,FAR_WEST,1429.093224
2012,12,24,20,30,5.7,-2.3,0,4.5,56.49,FAR_WEST,1427.439765
2012,12,24,21,30,5.3,-1.3,0,5.2,62.66,FAR_WEST,1416.591265
2012,12,24,22,30,4.5,-0.2,0,5.2,71.49,FAR_WEST,1409.69101
2012,12,24,23,30,3.8,0.7,0,5.3,79.92,FAR_WEST,1405.10102
2012,12,25,0,30,3.1,1.3,0,5.3,87.87,FAR_WEST,1390.0893
2012,12,25,1,30,2.5,1.6,0,5.1,93.91,FAR_WEST,1365.371158
2012,12,25,2,30,1.9,1.8,0,4.8,98.99,FAR_WEST,1355.891416
2012,12,25,3,30,1.6,1.6,0,4.5,100,FAR_WEST,1351.590765
2012,12,25,4,30,1.4,1.4,0,4.5,100,FAR_WEST,1346.39954
2012,12,25,5,30,1.3,1.3,0,4.4,100,FAR_WEST,1353.448387
2012,12,25,6,30,1.2,1,0,4.1,98.26,FAR_WEST,1360.014037
2012,12,25,7,30,2.6,0.4,24,4.1,85.28,FAR_WEST,1387.503208
2012,12,25,8,30,5.4,-0.4,242,4.5,66.06,FAR_WEST,1416.590078
2012,12,25,9,30,7.8,-4.1,421,4.7,42.79,FAR_WEST,1448.588915
2012,12,25,10,30,9.2,-7.6,560,4.5,29.75,FAR_WEST,1497.589197
2012,12,25,11,30,10.1,-10,633,4.2,23.3,FAR_WEST,1523.617433
2012,12,25,12,30,10.2,-11.8,468,3.9,20.02,FAR_WEST,1521.13341
2012,12,25,13,30,9.9,-13.2,437,3.6,18.22,FAR_WEST,1502.217142
2012,12,25,14,30,9.4,-14.1,274,3.4,17.49,FAR_WEST,1482.79873
2012,12,25,15,30,8.1,-14.5,123,2.4,18.55,FAR_WEST,1463.922731
2012,12,25,16,30,6,-12.6,48,1.5,24.97,FAR_WEST,1463.299421
2012,12,25,17,30,4.8,-12.4,0,1.3,27.55,FAR_WEST,1485.916099
2012,12,25,18,30,4.4,-12.4,0,1.4,28.35,FAR_WEST,1544.479999
2012,12,25,19,30,4,-12.2,0,1.7,29.61,FAR_WEST,1640.147809
2012,12,25,20,30,3.4,-12.1,0,2.3,31.06,FAR_WEST,1677.171056
2012,12,25,21,30,2.6,-12.1,0,3.2,32.99,FAR_WEST,1694.74118
2012,12,25,22,30,1.5,-12.1,0,4.2,35.7,FAR_WEST,1691.355481
2012,12,25,23,30,0.3,-12.1,0,4.6,38.95,FAR_WEST,1658.657585
2012,12,26,0,30,-0.5,-12.1,0,4.7,41.27,FAR_WEST,1618.46825
2012,12,26,1,30,-0.9,-12.1,0,4.4,42.26,FAR_WEST,1581.825792
2012,12,26,2,30,-0.9,-12.2,0,3.9,41.93,FAR_WEST,1571.614594
2012,12,26,3,30,-0.8,-12.3,0,3.5,41.37,FAR_WEST,1563.081499
2012,12,26,4,30,-0.7,-12.4,0,3.5,40.76,FAR_WEST,1574.762908
2012,12,26,5,30,-0.8,-12.5,0,3.5,40.88,FAR_WEST,1579.137829
2012,12,26,6,30,-1,-12.5,0,3.5,41.46,FAR_WEST,1621.793501
2012,12,26,7,30,0,-12.4,31,4.3,38.63,FAR_WEST,1668.709753
2012,12,26,8,30,2.2,-12.3,143,5,33.48,FAR_WEST,1705.199796
2012,12,26,9,30,4.8,-11.8,276,4.9,28.88,FAR_WEST,1712.48818
2012,12,26,10,30,7.3,-11.2,356,4.5,25.48,FAR_WEST,1719.528201
2012,12,26,11,30,9.3,-10.5,362,4,23.52,FAR_WEST,1704.188175
2012,12,26,12,30,10.8,-9.9,491,3.5,22.41,FAR_WEST,1677.33296
2012,12,26,13,30,12,-9.4,565,3.1,21.53,FAR_WEST,1627.958006
2012,12,26,14,30,12.5,-9,423,2.7,21.36,FAR_WEST,1582.762541
2012,12,26,15,30,11.1,-8.8,108,1.7,23.84,FAR_WEST,1529.396043
2012,12,26,16,30,8.8,-7.5,56,0.9,30.81,FAR_WEST,1517.229093
2012,12,26,17,30,7.9,-8.7,0,0.7,29.91,FAR_WEST,1533.509262
2012,12,26,18,30,7.3,-8.8,0,0.6,30.88,FAR_WEST,1570.844678
2012,12,26,19,30,5.8,-8.8,0,1,34.21,FAR_WEST,1650.337224
2012,12,26,20,30,4.1,-8.8,0,1.5,38.4,FAR_WEST,1684.430775
2012,12,26,21,30,3,-8.8,0,1.7,41.54,FAR_WEST,1693.991826
2012,12,26,22,30,2.3,-8.6,0,1.9,44.25,FAR_WEST,1670.554225
2012,12,26,23,30,1.5,-8.3,0,2.1,48.02,FAR_WEST,1633.012328
2012,12,27,0,30,0.5,-8.1,0,2,52.67,FAR_WEST,1597.55861
2012,12,27,1,30,-0.3,-8,0,1.9,55.98,FAR_WEST,1574.741524
2012,12,27,2,30,-0.6,-8.3,0,1.7,55.9,FAR_WEST,1564.121594
2012,12,27,3,30,-0.5,-8.9,0,1.5,53.03,FAR_WEST,1559.734682
2012,12,27,4,30,-0.2,-9.5,0,1.2,49.39,FAR_WEST,1562.289643
2012,12,27,5,30,0,-10.1,0,1.1,46.74,FAR_WEST,1569.405018
2012,12,27,6,30,0.1,-10.4,0,1.2,45.26,FAR_WEST,1602.462006
2012,12,27,7,30,1.8,-10.5,30,1.8,39.74,FAR_WEST,1640.371801
2012,12,27,8,30,4.9,-10.2,106,2.6,32.52,FAR_WEST,1668.462685
2012,12,27,9,30,7.9,-9.2,413,3.3,28.77,FAR_WEST,1661.914813
2012,12,27,10,30,10.1,-6.5,546,4.5,30.44,FAR_WEST,1654.44425
2012,12,27,11,30,11.2,-6,619,5.5,29.48,FAR_WEST,1640.672973
2012,12,27,12,30,11.8,-5.8,628,6.3,28.78,FAR_WEST,1611.873459
2012,12,27,13,30,11.9,-5.8,569,6.9,28.59,FAR_WEST,1557.675846
2012,12,27,14,30,11.4,-6,448,7.1,29.11,FAR_WEST,1520.679784
2012,12,27,15,30,10.2,-6,279,6.4,31.38,FAR_WEST,1488.617176
2012,12,27,16,30,8.2,-6,44,5.2,35.93,FAR_WEST,1471.605457
2012,12,27,17,30,6.5,-6.1,0,4.6,40.14,FAR_WEST,1471.553133
2012,12,27,18,30,5.6,-6.1,0,4.6,42.76,FAR_WEST,1481.072678
2012,12,27,19,30,4.8,-5.8,0,4.5,46.2,FAR_WEST,1561.152989
2012,12,27,20,30,3.8,-5.1,0,4.5,52.12,FAR_WEST,1590.302324
2012,12,27,21,30,2.7,-4.2,0,4.2,60.24,FAR_WEST,1603.286745
2012,12,27,22,30,1.5,-3.4,0,3.9,69.71,FAR_WEST,1595.2011
2012,12,27,23,30,0.5,-2.8,0,3.8,78.51,FAR_WEST,1566.153722
2012,12,28,0,30,-0.3,-2.4,0,3.7,85.64,FAR_WEST,1527.60584
2012,12,28,1,30,-1.1,-2.3,0,3.5,91.65,FAR_WEST,1501.48059
2012,12,28,2,30,-1.9,-2.4,0,3.2,96.68,FAR_WEST,1490.693051
2012,12,28,3,30,-2.5,-2.5,0,3,99.87,FAR_WEST,1484.391822
2012,12,28,4,30,-3,-3,0,2.7,100,FAR_WEST,1478.792074
2012,12,28,5,30,-3.4,-3.4,0,2.5,100,FAR_WEST,1485.526208
2012,12,28,6,30,-3.2,-3.2,0,2.7,100,FAR_WEST,1520.451352
2012,12,28,7,30,-1.5,-3,52,3.3,89.84,FAR_WEST,1573.535967
2012,12,28,8,30,1.6,-3.1,243,3.9,71.18,FAR_WEST,1631.62316
2012,12,28,9,30,4.8,-4.7,424,4.3,50.29,FAR_WEST,1638.3066
2012,12,28,10,30,6.7,-7.2,560,4.4,36.28,FAR_WEST,1634.271021
2012,12,28,11,30,7.7,-8.7,637,4.3,30.23,FAR_WEST,1632.185153
2012,12,28,12,30,8.3,-9.8,646,4.2,26.62,FAR_WEST,1611.321289
2012,12,28,13,30,8.5,-10.6,588,3.9,24.71,FAR_WEST,1571.166392
2012,12,28,14,30,8.3,-11,466,3.6,24.16,FAR_WEST,1549.058832
2012,12,28,15,30,7,-11.2,296,2.5,25.97,FAR_WEST,1524.589713
2012,12,28,16,30,4.7,-10.5,103,1.4,32.27,FAR_WEST,1505.595916
2012,12,28,17,30,3.4,-11.2,0,1,33.41,FAR_WEST,1500.653716
2012,12,28,18,30,3.1,-11.2,0,0.9,34.12,FAR_WEST,1518.439079
2012,12,28,19,30,2.7,-11.1,0,0.9,35.52,FAR_WEST,1608.623738
2012,12,28,20,30,2.3,-10.9,0,0.8,37.06,FAR_WEST,1640.381458
2012,12,28,21,30,1.9,-10.8,0,0.7,38.57,FAR_WEST,1652.901989
2012,12,28,22,30,1,-10.7,0,0.9,41.31,FAR_WEST,1651.607419
2012,12,28,23,30,-0.5,-10.8,0,1.3,45.66,FAR_WEST,1627.382142
2012,12,29,0,30,-1.7,-11.1,0,1.4,48.86,FAR_WEST,1602.17334
2012,12,29,1,30,-2.6,-11.4,0,1.4,50.79,FAR_WEST,1577.939436
2012,12,29,2,30,-3.3,-11.7,0,1.5,52.41,FAR_WEST,1569.150819
2012,12,29,3,30,-3.8,-11.8,0,1.4,53.76,FAR_WEST,1564.571043
2012,12,29,4,30,-4.2,-11.9,0,1.4,54.88,FAR_WEST,1566.12031
2012,12,29,5,30,-4.3,-12,0,1.5,54.97,FAR_WEST,1580.348199
2012,12,29,6,30,-3.8,-12.1,0,1.7,52.63,FAR_WEST,1606.732572
2012,12,29,7,30,-1.7,-12.1,23,2.7,44.83,FAR_WEST,1624.656281
2012,12,29,8,30,1.6,-12.2,244,4,35.1,FAR_WEST,1652.034522
2012,12,29,9,30,4.5,-12.3,425,4.9,28.44,FAR_WEST,1661.317011
2012,12,29,10,30,6.6,-12.6,561,5.3,23.92,FAR_WEST,1649.525908
2012,12,29,11,30,8,-13.1,637,5.3,20.89,FAR_WEST,1631.509139
2012,12,29,12,30,9.2,-13.5,489,5.4,18.65,FAR_WEST,1594.323009
2012,12,29,13,30,9.9,-13.6,589,5.3,17.71,FAR_WEST,1528.934794
2012,12,29,14,30,10.2,-13.3,464,4.7,17.7,FAR_WEST,1478.908562
2012,12,29,15,30,8.6,-13,294,3.3,20.25,FAR_WEST,1448.182947
2012,12,29,16,30,5.2,-11.9,92,2.2,27.81,FAR_WEST,1427.296276
2012,12,29,17,30,3.6,-12.6,0,2.7,29.54,FAR_WEST,1417.950472
2012,12,29,18,30,3.9,-12.8,0,3.7,28.41,FAR_WEST,1447.903253
2012,12,29,19,30,3.8,-12.8,0,4.6,28.6,FAR_WEST,1538.053534
2012,12,29,20,30,3.1,-12.5,0,4.7,30.78,FAR_WEST,1571.519777
2012,12,29,21,30,2.6,-12,0,4.6,33.12,FAR_WEST,1590.415565
2012,12,29,22,30,2.2,-11.6,0,4.4,35.28,FAR_WEST,1590.088814
2012,12,29,23,30,1.9,-11.3,0,4.3,36.89,FAR_WEST,1569.990312
2012,12,30,0,30,1.8,-11.1,0,4.5,37.73,FAR_WEST,1546.75098
2012,12,30,1,30,1.8,-10.9,0,4.8,38.28,FAR_WEST,1532.049454
2012,12,30,2,30,2,-10.7,0,4.8,38.49,FAR_WEST,1525.170088
2012,12,30,3,30,2.1,-10.4,0,4.7,39.03,FAR_WEST,1515.494747
2012,12,30,4,30,2.2,-10.1,0,4.5,39.69,FAR_WEST,1518.518179
2012,12,30,5,30,2.2,-9.8,0,4.2,40.67,FAR_WEST,1521.964806
2012,12,30,6,30,2.3,-9.5,0,4,41.48,FAR_WEST,1528.899711
2012,12,30,7,30,2.8,-9,22,4,41.39,FAR_WEST,1539.159272
2012,12,30,8,30,3.8,-8.5,63,4.1,40.11,FAR_WEST,1554.629524
2012,12,30,9,30,5.1,-8,263,3.8,38.14,FAR_WEST,1577.680712
2012,12,30,10,30,6.5,-7.4,188,3.4,36.22,FAR_WEST,1594.507945
2012,12,30,11,30,8,-6.9,162,3.1,34.11,FAR_WEST,1599.068248
2012,12,30,12,30,9.2,-6.4,119,2.9,32.59,FAR_WEST,1593.055802
2012,12,30,13,30,9.8,-5.6,352,2.6,33.27,FAR_WEST,1579.447103
2012,12,30,14,30,9.5,-4.8,129,2.4,36.09,FAR_WEST,1563.729981
2012,12,30,15,30,8.4,-3.9,65,2.5,41.61,FAR_WEST,1538.169866
2012,12,30,16,30,7,-3.6,15,3,46.94,FAR_WEST,1517.838965
2012,12,30,17,30,6.1,-2.4,0,3.8,54.58,FAR_WEST,1516.160133
2012,12,30,18,30,5.5,-0.9,0,4.2,63.49,FAR_WEST,1546.469184
2012,12,30,19,30,4.8,0.1,0,3.7,71.77,FAR_WEST,1600.240292
2012,12,30,20,30,4.1,0.6,0,2.9,77.75,FAR_WEST,1611.86152
2012,12,30,21,30,3.5,0.7,0,2.4,81.7,FAR_WEST,1603.698389
2012,12,30,22,30,3,0.5,0,2.3,83.67,FAR_WEST,1594.306668
2012,12,30,23,30,2.6,0.3,0,2.3,85.05,FAR_WEST,1562.120038
2012,12,31,0,30,2.1,0.3,0,2.6,87.7,FAR_WEST,1522.06945
2012,12,31,1,30,1.9,0.5,0,3.1,90.41,FAR_WEST,1482.719783
2012,12,31,2,30,1.8,1,0,3.5,94.41,FAR_WEST,1460.424251
2012,12,31,3,30,1.6,1.4,0,3.7,98.48,FAR_WEST,1444.923806
2012,12,31,4,30,1.3,1.3,0,3.8,100,FAR_WEST,1436.587309
2012,12,31,5,30,0.8,0.8,0,3.6,100,FAR_WEST,1436.856683
2012,12,31,6,30,0.7,0.7,0,3.4,100,FAR_WEST,1460.564291
2012,12,31,7,30,1.8,0.6,50,4,91.97,FAR_WEST,1483.231104
2012,12,31,8,30,3.9,0.5,236,5.4,78.45,FAR_WEST,1519.097785
2012,12,31,9,30,5.9,-0.7,208,6.7,62.57,FAR_WEST,1530.060681
2012,12,31,10,30,7,-2.7,549,7.2,50.1,FAR_WEST,1543.816345
2012,12,31,11,30,7.6,-4.3,418,7.3,42.69,FAR_WEST,1527.625617
2012,12,31,12,30,7.9,-4.9,95,7.2,40,FAR_WEST,1493.458033
2012,12,31,13,30,7.8,-4.9,217,7.1,40.23,FAR_WEST,1457.103745
2012,12,31,14,30,7.4,-4.9,243,6.8,41.39,FAR_WEST,1435.739208
2012,12,31,15,30,6.5,-4.9,222,5.9,43.84,FAR_WEST,1412.151029
2012,12,31,16,30,4.8,-5,25,4,48.98,FAR_WEST,1406.268863
2012,12,31,17,30,13.3,-2.8,0,1.4,32.52,FAR_WEST,1413.661508
2012,12,31,18,30,11.9,-3.2,0,1.5,34.77,FAR_WEST,1441.715216
2012,12,31,19,30,10,-3.5,0,1.6,38.6,FAR_WEST,1492.579539
2012,12,31,20,30,8.1,-3.9,0,1.8,42.45,FAR_WEST,1493.665212
2012,12,31,21,30,6.5,-4.7,0,2.2,44.66,FAR_WEST,1486.707317
2012,12,31,22,30,5.1,-5.6,0,2.5,45.98,FAR_WEST,1475.87535
2012,12,31,23,30,3.9,-6.3,0,2.6,47.2,FAR_WEST,1456.711482
2013,1,1,0,30,-3.2,-4.3,0,1.4,92.34,FAR_WEST,1439.20466
2013,1,1,1,30,-3.8,-4.2,0,1.6,96.98,FAR_WEST,1411.823159
